kohde;jasen;pvknro;sp;ASALUE;IKAL1;V1;V5;V7;V21;V22;V27;V32;V33;V40;V68;V69;V70;V75;H1a_A;H1b_A;H1g_A;H1h_A;H1i_A
50605;2;1;1;1.0;4;0;40;30;0;0;0;390;130;0;0;0;90;0;1.0;1.0;1.0;1.0;1.0
50605;2;2;1;1.0;4;0;0;0;0;0;0;510;90;0;0;0;60;0;1.0;1.0;1.0;1.0;1.0
50608;1;1;1;1.0;6;0;0;0;0;0;0;510;70;0;110;0;550;0;2.0;1.0;1.0;1.0;2.0
50608;1;2;1;1.0;6;0;0;0;0;0;0;520;40;0;60;0;580;0;2.0;1.0;1.0;1.0;2.0
50612;2;1;2;1.0;6;?;70;40;90;50;20;540;100;0;0;0;30;40;1.0;?;2.0;1.0;1.0
50612;2;2;2;1.0;6;0;110;10;90;20;40;410;260;0;20;0;0;0;1.0;1.0;2.0;1.0;1.0
50616;1;1;1;2.0;7;0;40;0;0;0;0;610;120;0;10;0;290;10;2.0;2.0;2.0;1.0;2.0
50616;1;2;1;2.0;7;0;0;0;0;0;30;480;160;0;0;0;350;0;2.0;2.0;2.0;1.0;2.0
50617;2;1;2;2.0;4;360;10;0;20;0;0;540;80;0;0;0;0;0;1.0;2.0;2.0;1.0;1.0
50617;2;2;2;2.0;4;420;30;0;70;20;0;460;50;0;0;0;70;10;1.0;2.0;2.0;1.0;1.0
50631;2;1;2;3.0;8;00:00;01:10;00:40;00:00;00:00;00:00;07:40;01:20;00:00;00:20;00:00;03:10;00:00;2.0;2.0;1.0;2.0;2.0
50631;2;2;2;3.0;8;00:00;01:20;00:30;00:00;00:00;00:50;08:00;01:00;00:00;00:50;00:00;02:10;00:20;2.0;2.0;1.0;2.0;2.0
50636;1;1;2;1.0;7;130;40;10;0;0;0;620;?;0;40;0;80;0;1.0;1.0;1.0;1.0;2.0
50636;1;2;2;1.0;7;430;10;10;0;0;0;440;40;0;100;0;90;0;1.0;1.0;1.0;1.0;2.0
50640;2;1;1;1.0;5;0;30;0;0;0;0;540;10;0;40;0;160;0;1.0;1.0;1.0;1.0;1.0
50640;2;2;1;1.0;5;530;0;0;70;0;0;390;0;0;?;0;0;0;1.0;1.0;?;1.0;1.0
50644;1;1;1;1.0;8;0;10;0;0;0;0;540;80;0;320;0;0;0;2.0;1.0;2.0;1.0;1.0
50644;1;2;1;1.0;8;0;20;0;0;?;0;460;100;0;370;0;0;0;2.0;1.0;2.0;1.0;1.0
50645;1;1;2;3.0;4;0;10;40;0;?;50;380;150;0;0;0;0;0;1.0;1.0;1.0;1.0;2.0
50645;1;2;2;3.0;4;0;40;30;0;0;0;570;140;0;0;0;0;0;1.0;1.0;1.0;1.0;2.0
50654;1;1;2;1.0;8;0;40;0;0;0;40;470;140;0;180;0;180;0;2.0;1.0;1.0;1.0;2.0
50654;1;2;2;1.0;8;0;60;30;0;0;0;520;180;0;300;0;80;0;2.0;1.0;1.0;1.0;2.0
50655;2;1;1;3.0;7;0;0;0;0;0;20;420;120;0;0;0;140;0;2.0;1.0;2.0;1.0;1.0
50655;2;2;1;3.0;7;0;70;0;0;0;0;420;20;0;50;0;460;0;2.0;1.0;?;1.0;1.0
50659;1;1;1;3.0;6;510;20;0;0;0;0;410;100;0;70;20;0;10;1.0;2.0;2.0;2.0;2.0
50659;1;2;1;3.0;6;0;10;0;0;0;0;610;170;0;20;30;170;0;1.0;2.0;2.0;2.0;2.0
50667;1;1;1;1.0;6;0;50;10;0;0;10;410;80;0;20;10;0;0;1.0;1.0;1.0;2.0;1.0
50667;1;2;1;1.0;6;410;10;0;0;0;0;350;80;0;?;10;0;0;1.0;1.0;1.0;2.0;1.0
50671;1;1;2;2.0;6;00:00;01:00;00:30;00:00;00:00;01:10;10:00;02:00;00:00;00:20;00:00;00:40;00:00;1.0;1.0;2.0;1.0;1.0
50671;1;2;2;2.0;6;08:00;00:00;00:20;00:00;00:00;00:30;07:00;00:40;00:00;01:10;00:00;00:00;00:00;1.0;1.0;2.0;1.0;1.0
50673;2;1;2;1.0;7;510;0;0;0;0;10;380;40;0;80;0;260;0;2.0;2.0;1.0;1.0;2.0
50673;2;2;2;1.0;7;0;0;60;0;0;40;500;190;0;60;40;160;20;2.0;2.0;1.0;1.0;2.0
50683;2;1;1;2.0;5;570;40;0;0;0;20;300;80;0;0;0;180;0;2.0;2.0;1.0;1.0;2.0
50683;2;2;1;2.0;5;0;0;0;0;0;60;580;130;0;0;0;260;0;2.0;2.0;1.0;1.0;2.0
50693;1;1;1;2.0;3;180;0;0;0;0;0;600;80;0;0;0;300;0;2.0;2.0;2.0;1.0;1.0
50693;1;2;1;2.0;3;430;40;0;0;0;0;480;130;0;0;0;160;0;2.0;2.0;2.0;1.0;1.0
50697;1;1;2;1.0;6;330;140;10;0;0;20;270;80;0;20;0;80;0;2.0;2.0;2.0;1.0;1.0
50697;1;2;2;1.0;6;500;40;?;0;0;30;280;?;0;40;30;70;30;2.0;2.0;2.0;1.0;1.0
50726;2;1;2;1.0;7;0;40;40;0;0;10;480;120;0;90;80;230;0;?;?;?;?;?
50726;2;2;2;1.0;7;0;80;40;0;0;30;430;90;0;30;20;350;0;?;?;?;?;?
50731;1;1;2;2.0;7;00:00;00:20;00:00;00:00;00:00;00:00;09:50;01:00;00:00;00:00;00:30;05:20;00:00;?;2.0;2.0;2.0;2.0
50731;1;2;2;2.0;7;07:10;00:00;00:00;00:00;00:00;00:30;10:10;01:10;00:00;?;00:00;02:40;00:00;2.0;2.0;2.0;2.0;2.0
50734;2;1;2;1.0;7;420;30;60;0;0;0;470;90;0;110;0;90;0;1.0;2.0;2.0;2.0;2.0
50734;2;2;2;1.0;7;0;60;60;0;0;60;460;130;0;170;0;60;60;1.0;2.0;2.0;2.0;2.0
50740;1;1;2;2.0;7;320;40;20;0;0;0;450;120;0;30;0;190;20;1.0;1.0;1.0;1.0;2.0
50740;1;2;2;2.0;7;140;70;30;0;0;40;480;130;0;60;0;230;20;1.0;1.0;1.0;1.0;2.0
50756;2;1;1;1.0;4;0;0;0;0;0;70;590;20;0;20;0;120;0;1.0;1.0;1.0;1.0;1.0
50756;2;2;1;1.0;4;0;0;0;0;0;190;550;20;0;0;0;120;0;1.0;1.0;1.0;1.0;1.0
50763;2;1;2;1.0;8;0;20;10;0;0;60;550;100;0;120;0;240;40;2.0;2.0;2.0;1.0;2.0
50763;2;2;2;1.0;8;0;20;10;0;0;60;550;80;0;190;40;220;0;2.0;2.0;2.0;1.0;2.0
50764;1;1;2;1.0;4;460;30;10;0;0;0;550;30;0;40;0;80;0;1.0;1.0;2.0;1.0;2.0
50764;1;2;2;1.0;4;0;?;0;0;0;70;420;110;0;110;0;90;0;1.0;1.0;2.0;1.0;2.0
50766;1;1;1;1.0;9;0;0;50;0;0;30;540;140;0;20;0;210;0;120.0;0.0;60.0;60.0;60.0
50766;1;2;1;1.0;9;0;0;40;0;0;0;580;80;0;0;0;360;0;120.0;180.0;180.0;180.0;0.0
50768;2;1;2;3.0;5;310;30;10;20;0;0;440;110;0;10;0;0;0;2.0;1.0;1.0;1.0;1.0
50768;2;2;2;3.0;5;0;140;20;60;10;0;520;110;0;20;0;60;0;2.0;1.0;1.0;1.0;1.0
50769;2;1;2;2.0;4;0;110;60;230;20;0;520;80;0;40;40;0;0;2.0;2.0;2.0;2.0;2.0
50769;2;2;2;2.0;4;0;90;50;180;30;0;500;80;0;40;0;10;60;2.0;2.0;2.0;2.0;2.0
50787;1;1;1;1.0;7;0;60;30;0;0;40;620;10;0;0;0;150;0;2.0;2.0;2.0;2.0;2.0
50788;1;1;2;1.0;7;60;40;10;0;0;0;450;70;0;10;60;210;40;1.0;1.0;1.0;1.0;1.0
50788;1;2;2;1.0;7;0;30;0;0;0;70;480;50;0;30;0;210;90;1.0;1.0;1.0;1.0;1.0
50795;2;1;2;1.0;4;300;0;0;0;0;0;510;40;0;0;0;0;0;1.0;1.0;2.0;2.0;1.0
50795;2;2;2;1.0;4;0;0;0;0;0;0;560;90;0;40;0;70;0;1.0;1.0;2.0;2.0;1.0
50800;1;1;1;2.0;5;0;?;0;0;0;10;760;90;0;0;0;130;0;2.0;2.0;2.0;2.0;1.0
50800;1;2;1;2.0;5;630;30;0;0;0;0;560;70;0;0;0;60;0;2.0;2.0;2.0;2.0;1.0
50801;2;1;1;2.0;5;500;30;0;20;0;0;390;40;0;0;0;160;0;1.0;2.0;2.0;1.0;1.0
50801;2;2;1;2.0;5;0;100;0;20;0;0;620;60;0;120;0;230;0;1.0;2.0;2.0;1.0;1.0
50803;1;1;1;1.0;7;0;0;0;0;0;180;500;110;0;170;0;210;0;2.0;1.0;2.0;1.0;1.0
50803;1;2;1;1.0;7;0;0;0;0;0;0;590;120;0;140;20;190;0;2.0;1.0;2.0;1.0;1.0
50811;1;1;2;1.0;7;400;20;?;0;0;30;480;50;0;0;0;230;0;2.0;?;1.0;2.0;2.0
50811;1;2;2;1.0;7;?;30;30;0;0;0;620;20;0;50;0;240;0;2.0;1.0;1.0;2.0;2.0
50815;2;1;1;1.0;6;00:00;00:10;00:00;00:00;00:00;00:10;07:30;02:40;05:30;00:50;00:00;02:10;00:00;2.0;2.0;2.0;2.0;2.0
50815;2;2;1;1.0;6;00:00;00:30;00:00;00:00;00:00;00:40;08:10;01:30;00:00;01:10;00:00;08:00;00:00;2.0;2.0;2.0;2.0;2.0
50826;1;1;2;1.0;7;0;40;40;0;0;80;580;70;0;110;0;90;0;2.0;1.0;2.0;1.0;2.0
50826;1;2;2;1.0;7;0;40;0;0;0;30;570;80;0;90;0;210;0;2.0;1.0;2.0;1.0;2.0
50834;2;1;2;1.0;7;300;90;30;0;0;20;310;70;0;30;0;110;0;2.0;2.0;1.0;2.0;2.0
50834;2;2;2;1.0;7;400;30;30;0;0;0;410;80;0;50;0;100;60;2.0;2.0;1.0;2.0;2.0
50844;1;1;1;1.0;7;0;10;0;0;0;120;550;120;0;360;0;120;0;2.0;2.0;2.0;2.0;2.0
50844;1;2;1;1.0;7;0;20;0;0;0;40;480;110;0;360;0;330;0;2.0;2.0;2.0;2.0;2.0
50846;1;1;1;1.0;3;00:00;00:20;01:00;00:00;00:00;00:00;07:10;02:00;00:00;00:00;00:00;00:20;00:30;1.0;1.0;1.0;?;2.0
50846;1;2;1;1.0;3;00:00;00:00;00:20;00:00;00:00;00:00;09:40;00:40;00:30;00:00;00:00;02:50;00:50;1.0;1.0;1.0;1.0;2.0
50860;1;1;1;1.0;7;0;30;20;0;0;0;510;60;0;40;0;0;0;1.0;2.0;1.0;1.0;1.0
50860;1;2;1;1.0;7;0;60;20;0;0;20;530;70;0;50;0;180;0;1.0;2.0;1.0;1.0;1.0
50861;1;1;2;3.0;6;0;10;50;0;0;10;450;80;0;140;180;50;50;2.0;1.0;2.0;1.0;1.0
50861;1;2;2;3.0;6;440;10;0;0;0;0;470;140;0;50;0;30;0;2.0;1.0;2.0;1.0;1.0
50867;1;1;2;1.0;7;0;40;0;0;0;0;520;70;0;90;0;280;70;1.0;1.0;1.0;1.0;2.0
50867;1;2;2;1.0;7;300;0;0;0;0;0;460;70;0;20;0;220;60;1.0;1.0;1.0;1.0;2.0
50868;2;1;1;1.0;7;0;0;0;0;0;30;470;160;0;120;0;290;0;?;?;?;?;?
50868;2;2;1;1.0;7;0;50;0;0;0;0;480;140;0;40;0;240;0;?;?;?;?;?
50869;1;1;1;2.0;6;0;20;20;0;0;10;240;70;0;0;0;110;0;2.0;2.0;2.0;2.0;1.0
50869;1;2;1;2.0;6;420;20;0;0;0;10;510;60;0;0;0;220;0;2.0;2.0;2.0;2.0;1.0
50875;1;1;1;1.0;9;0;0;0;0;0;0;520;120;0;0;0;160;0;2.0;2.0;2.0;1.0;2.0
50875;1;2;1;1.0;9;0;0;0;0;0;0;550;120;0;10;0;100;0;2.0;2.0;2.0;1.0;2.0
50877;2;1;2;3.0;4;10:10;00:20;00:10;00:10;00:00;00:00;08:30;?;00:00;00:10;00:00;00:00;00:00;1.0;1.0;2.0;1.0;1.0
50877;2;2;2;3.0;4;00:00;00:30;00:40;00:10;00:00;02:30;09:00;01:00;00:00;00:00;00:00;00:40;00:00;1.0;1.0;2.0;1.0;1.0
50883;1;1;2;1.0;9;0;60;50;0;0;40;640;10;0;10;10;160;0;2.0;2.0;1.0;1.0;2.0
50883;1;2;2;1.0;9;0;80;40;0;0;0;660;?;?;50;20;100;0;2.0;2.0;1.0;1.0;2.0
50901;1;1;1;1.0;8;0;0;0;0;0;60;640;80;0;130;0;240;0;2.0;2.0;2.0;2.0;2.0
50901;1;2;1;1.0;8;0;0;0;0;0;130;510;90;0;160;0;270;0;2.0;2.0;2.0;2.0;2.0
50918;1;1;1;3.0;9;0;10;20;0;0;0;720;200;0;70;10;120;0;2.0;2.0;2.0;2.0;2.0
50918;1;2;1;3.0;9;0;30;0;0;0;0;660;150;0;40;120;190;0;2.0;2.0;2.0;2.0;2.0
50919;2;1;1;1.0;6;390;0;0;0;0;0;490;60;0;0;0;80;0;2.0;2.0;2.0;1.0;2.0
50919;2;2;1;1.0;6;0;0;0;0;0;20;460;50;0;90;0;290;20;2.0;2.0;2.0;1.0;2.0
50926;1;1;2;3.0;7;0;30;30;0;0;10;600;40;0;90;0;270;0;2.0;2.0;2.0;1.0;2.0
50926;1;2;2;3.0;7;0;70;50;0;0;60;510;80;0;40;0;80;0;2.0;2.0;2.0;1.0;2.0
50928;1;1;1;2.0;7;0;0;0;0;0;30;510;150;0;0;0;150;0;2.0;1.0;1.0;2.0;2.0
50928;1;2;1;2.0;7;0;0;0;0;0;0;570;120;0;0;0;120;0;2.0;1.0;1.0;2.0;2.0
50930;1;1;1;1.0;7;0;0;0;0;0;100;600;120;0;100;0;30;0;1.0;2.0;2.0;1.0;1.0
50930;1;2;1;1.0;7;120;0;0;0;0;20;620;80;0;120;0;0;0;1.0;2.0;2.0;1.0;1.0
50931;1;1;1;3.0;8;0;60;0;0;0;0;620;180;0;60;0;210;0;2.0;2.0;2.0;2.0;1.0
50931;1;2;1;3.0;8;0;60;0;0;0;120;620;180;0;60;0;180;0;2.0;2.0;2.0;2.0;1.0
50953;2;1;2;1.0;4;00:00;00:10;00:00;00:00;00:00;00:00;09:00;03:00;00:00;00:00;00:00;00:40;00:20;1.0;1.0;2.0;1.0;1.0
50953;2;2;2;1.0;4;07:40;00:00;00:00;00:00;?;00:00;08:10;01:50;00:00;00:00;00:00;00:10;00:30;1.0;1.0;2.0;1.0;1.0
50960;1;1;1;1.0;6;470;10;0;0;0;10;470;40;0;30;0;250;0;2.0;2.0;2.0;1.0;2.0
50960;1;2;1;1.0;6;0;20;0;0;0;0;730;60;0;130;0;430;0;2.0;2.0;2.0;1.0;2.0
50961;1;1;2;1.0;4;0;50;30;130;30;0;500;140;0;0;10;120;0;1.0;2.0;2.0;1.0;2.0
50961;1;2;2;1.0;4;0;60;10;250;50;30;380;50;0;30;0;80;0;1.0;2.0;2.0;1.0;2.0
50962;1;1;1;3.0;7;0;20;0;0;0;0;460;20;0;0;0;60;0;2.0;1.0;2.0;2.0;2.0
50962;1;2;1;3.0;7;0;50;0;0;0;30;510;70;0;80;0;200;10;2.0;1.0;2.0;2.0;2.0
50966;1;1;2;1.0;7;0;70;50;0;0;0;610;100;0;30;20;40;0;?;?;?;?;?
50966;1;2;2;1.0;7;450;40;10;0;0;0;380;80;0;?;0;60;0;?;?;?;?;?
50968;1;1;1;1.0;5;0;0;10;0;0;40;580;110;0;40;10;0;0;1.0;1.0;1.0;2.0;1.0
50968;1;2;1;1.0;5;500;10;20;0;0;30;410;80;0;30;0;0;0;1.0;1.0;1.0;2.0;1.0
50973;2;1;2;1.0;3;480;0;0;0;0;30;480;40;0;10;0;40;0;1.0;2.0;2.0;1.0;1.0
50973;2;2;2;1.0;3;170;0;0;0;0;0;610;20;0;120;0;100;10;1.0;2.0;2.0;1.0;1.0
50977;1;1;2;1.0;9;0;50;30;0;0;20;630;40;0;90;40;60;70;1.0;2.0;1.0;1.0;2.0
50977;1;2;2;1.0;9;0;20;30;0;0;40;710;40;0;60;0;250;0;1.0;2.0;1.0;1.0;2.0
50982;2;1;1;1.0;8;0;20;0;0;0;0;490;30;0;240;40;370;0;2.0;2.0;1.0;1.0;1.0
50982;2;2;1;1.0;8;0;40;0;0;0;0;510;60;0;180;70;90;0;2.0;2.0;1.0;1.0;1.0
50984;2;1;1;3.0;7;0;10;0;0;0;0;540;270;0;60;0;30;0;2.0;2.0;1.0;1.0;2.0
50984;2;2;1;3.0;7;480;10;0;0;0;0;500;80;0;70;0;10;0;2.0;2.0;1.0;1.0;2.0
50986;1;1;1;2.0;7;0;100;30;0;0;60;470;110;0;70;0;120;0;1.0;2.0;1.0;1.0;1.0
50986;1;2;1;2.0;7;0;10;0;0;0;40;480;90;0;90;0;110;0;1.0;2.0;1.0;1.0;1.0
50990;2;1;2;1.0;3;0;0;0;0;0;10;690;100;0;0;50;140;0;1.0;2.0;2.0;1.0;1.0
50990;2;2;2;1.0;3;0;0;0;0;0;60;730;0;0;40;30;180;30;1.0;2.0;2.0;1.0;1.0
51001;1;1;1;1.0;8;0;0;20;0;0;0;590;120;0;90;30;90;0;1.0;1.0;1.0;2.0;2.0
51001;1;2;1;1.0;8;0;0;20;0;0;140;550;140;0;80;0;60;0;1.0;1.0;1.0;2.0;2.0
51005;1;1;2;1.0;4;00:00;01:00;00:00;01:10;01:00;00:00;10:40;01:40;00:00;00:00;00:00;00:50;00:10;1.0;2.0;2.0;1.0;2.0
51005;1;2;2;1.0;4;00:00;01:10;00:30;01:50;00:20;00:50;09:40;02:10;00:00;00:00;00:00;01:40;00:00;1.0;2.0;2.0;1.0;2.0
51006;1;1;2;1.0;8;450;20;0;0;0;0;360;100;0;50;0;70;0;1.0;1.0;1.0;1.0;2.0
51006;1;2;2;1.0;8;0;150;30;0;0;0;590;70;0;70;0;130;0;1.0;1.0;1.0;1.0;2.0
51007;2;1;2;1.0;5;240;20;0;0;0;160;290;60;0;20;0;20;10;1.0;2.0;2.0;1.0;2.0
51007;2;2;2;1.0;5;0;40;0;0;0;100;570;190;0;60;0;0;0;1.0;2.0;2.0;1.0;2.0
51017;2;1;1;1.0;7;0;40;0;0;0;0;570;140;0;0;0;110;0;1.0;1.0;1.0;2.0;2.0
51017;2;2;1;1.0;7;450;0;0;0;0;0;430;120;0;20;0;180;0;1.0;1.0;1.0;2.0;2.0
51027;1;1;2;1.0;7;0;40;0;0;0;0;540;70;0;110;0;150;0;2.0;1.0;1.0;1.0;2.0
51027;1;2;2;1.0;7;0;60;20;0;0;0;560;40;0;50;0;150;0;2.0;1.0;1.0;1.0;2.0
51034;1;1;2;3.0;5;0;0;40;370;60;0;500;120;0;70;0;90;10;2.0;2.0;1.0;1.0;2.0
51034;1;2;2;3.0;5;0;40;20;120;0;30;430;130;0;170;0;100;0;2.0;2.0;1.0;1.0;2.0
51040;1;1;1;2.0;6;0;10;20;0;0;40;650;130;0;70;0;90;0;2.0;1.0;2.0;1.0;2.0
51040;1;2;1;2.0;6;660;30;0;0;0;0;510;20;0;70;0;50;0;2.0;1.0;2.0;1.0;2.0
51053;2;1;1;3.0;7;00:00;00:00;00:00;00:00;00:00;00:00;08:00;00:40;00:00;00:00;00:00;02:20;00:00;?;?;?;?;?
51053;2;2;1;3.0;7;00:00;00:00;00:00;00:00;00:00;00:00;05:10;02:20;00:00;01:00;00:00;06:10;00:00;?;?;?;?;?
51056;2;1;2;2.0;5;440;10;0;30;0;160;470;90;0;30;0;30;0;1.0;1.0;1.0;1.0;2.0
51056;2;2;2;2.0;5;0;0;10;70;30;0;590;40;0;60;0;270;20;1.0;1.0;?;1.0;2.0
51060;1;1;2;1.0;4;0;20;0;0;0;20;590;80;0;0;0;100;0;1.0;1.0;1.0;1.0;2.0
51060;1;2;2;1.0;4;240;100;10;0;0;20;430;90;0;60;0;120;0;1.0;1.0;1.0;1.0;2.0
51067;2;1;2;1.0;9;0;0;0;0;0;0;350;140;0;30;50;250;0;1.0;2.0;2.0;1.0;1.0
51067;2;2;2;1.0;9;0;40;20;0;0;0;540;170;0;100;0;310;0;1.0;2.0;2.0;1.0;1.0
51069;2;1;1;1.0;5;09:10;00:20;00:00;00:00;00:00;00:00;06:50;01:30;00:00;00:00;00:00;00:00;00:00;?;?;?;?;?
51069;2;2;1;1.0;5;?;00:00;00:00;00:10;01:20;00:00;09:20;03:20;00:00;00:20;00:00;00:00;00:00;?;?;?;?;?
51075;2;1;1;3.0;9;0;20;10;0;0;20;710;50;0;240;0;100;0;?;?;?;?;?
51075;2;2;1;3.0;9;0;10;0;0;0;0;620;70;0;240;0;330;0;?;?;?;?;?
51090;1;1;2;1.0;6;500;20;10;0;0;10;450;30;0;30;0;140;10;1.0;1.0;2.0;2.0;2.0
51090;1;2;2;1.0;6;0;70;40;0;0;0;530;110;0;0;0;100;20;1.0;1.0;2.0;2.0;2.0
51095;2;1;1;1.0;6;210;90;0;0;0;40;530;90;0;90;0;170;0;1.0;2.0;2.0;1.0;1.0
51095;2;2;1;1.0;6;350;50;0;0;0;0;510;90;0;10;0;140;0;1.0;2.0;2.0;1.0;1.0
51097;2;1;2;1.0;7;440;30;0;0;0;100;470;90;0;90;0;0;0;2.0;1.0;2.0;1.0;2.0
51097;2;2;2;1.0;7;0;30;10;0;0;0;610;110;0;0;60;130;30;2.0;1.0;2.0;1.0;2.0
51101;1;1;1;2.0;7;280;0;0;0;0;50;480;100;0;0;0;150;30;2.0;2.0;2.0;2.0;2.0
51101;1;2;1;2.0;7;110;0;0;0;0;20;540;40;0;0;0;220;0;2.0;2.0;2.0;2.0;2.0
51105;1;1;1;1.0;6;0;0;0;0;0;60;640;70;0;20;0;320;0;?;?;?;?;?
51105;1;2;1;1.0;6;480;0;0;0;0;0;510;70;0;0;0;270;0;?;?;?;?;?
51116;1;1;1;3.0;6;630;0;0;0;0;0;?;60;0;30;0;120;0;1.0;2.0;?;2.0;1.0
51116;1;2;1;3.0;6;340;0;0;0;0;10;580;70;0;0;0;150;0;1.0;2.0;1.0;2.0;1.0
51117;2;1;2;1.0;4;0;0;0;?;50;0;360;190;0;0;0;0;0;2.0;2.0;2.0;2.0;2.0
51117;2;2;2;1.0;4;0;0;0;270;60;100;350;160;0;0;0;10;0;2.0;2.0;2.0;2.0;2.0
51125;2;1;1;1.0;3;0;0;0;0;0;0;490;40;260;0;0;160;0;1.0;1.0;2.0;1.0;2.0
51125;2;2;1;1.0;3;0;0;0;0;0;10;540;80;0;0;0;0;0;1.0;1.0;2.0;1.0;2.0
51128;1;1;1;1.0;7;0;20;0;0;0;0;420;20;0;70;0;300;0;2.0;2.0;2.0;1.0;2.0
51128;1;2;1;1.0;7;0;0;10;0;0;0;300;120;0;240;0;260;0;2.0;2.0;2.0;1.0;2.0
51132;2;1;2;3.0;9;0;90;30;0;0;0;600;120;0;110;0;220;0;2.0;2.0;2.0;2.0;2.0
51132;2;2;2;3.0;9;0;80;40;0;0;90;540;110;0;100;80;70;0;2.0;2.0;2.0;2.0;2.0
51136;2;1;2;1.0;5;0;10;0;0;0;0;650;180;0;80;0;40;30;?;?;?;?;?
51136;2;2;2;1.0;5;1050;0;0;0;0;0;190;40;0;20;0;0;0;?;?;?;?;?
51137;1;1;2;1.0;6;0;50;40;0;0;10;410;90;0;100;0;310;10;1.0;1.0;1.0;1.0;1.0
51137;1;2;2;1.0;6;0;10;0;0;0;20;500;40;0;120;0;160;10;1.0;1.0;1.0;1.0;1.0
51144;1;1;1;1.0;7;0;20;0;0;0;20;?;70;0;20;0;30;0;1.0;1.0;1.0;1.0;2.0
51144;1;2;1;1.0;7;430;20;0;0;0;0;420;80;0;0;0;30;0;1.0;1.0;1.0;1.0;2.0
51146;2;1;2;1.0;4;0;10;0;0;0;40;500;80;0;0;180;0;0;1.0;2.0;2.0;1.0;2.0
51146;2;2;2;1.0;4;0;10;0;0;0;210;510;60;0;50;0;200;0;1.0;2.0;2.0;1.0;2.0
51148;2;1;2;2.0;6;01:00;01:10;00:00;00:00;00:00;01:00;06:40;01:40;00:00;01:00;00:00;02:00;00:00;1.0;1.0;1.0;2.0;2.0
51148;2;2;2;2.0;6;02:40;01:00;00:00;00:00;00:00;00:20;06:10;01:30;00:00;00:00;00:00;03:10;00:00;1.0;1.0;1.0;2.0;2.0
51152;1;1;1;1.0;3;0;0;0;0;0;90;640;40;0;50;0;0;0;2.0;2.0;2.0;1.0;2.0
51152;1;2;1;1.0;3;450;0;0;0;0;0;550;50;0;0;0;0;0;2.0;2.0;2.0;1.0;2.0
51157;1;1;1;1.0;6;510;50;10;0;0;30;370;30;0;110;10;210;0;2.0;2.0;2.0;1.0;1.0
51157;1;2;1;1.0;6;?;60;0;0;0;10;650;50;0;130;0;230;0;2.0;2.0;2.0;1.0;1.0
51182;2;1;2;1.0;7;0;?;20;0;0;70;540;140;0;30;0;110;0;1.0;1.0;1.0;1.0;?
51182;2;2;2;1.0;7;0;10;0;0;0;0;630;40;0;30;0;70;30;1.0;1.0;1.0;1.0;2.0
51190;1;1;2;1.0;7;0;60;30;0;0;0;560;200;0;0;0;60;0;1.0;1.0;1.0;1.0;2.0
51190;1;2;2;1.0;7;0;60;40;0;0;90;520;160;0;0;0;0;0;1.0;1.0;1.0;1.0;2.0
51191;2;1;1;1.0;6;600;0;0;0;?;0;430;60;0;0;0;120;20;1.0;1.0;1.0;2.0;1.0
51191;2;2;1;1.0;6;0;0;0;0;0;0;380;120;0;40;0;0;0;1.0;1.0;1.0;2.0;1.0
51192;2;1;1;1.0;7;08:30;01:00;00:00;00:00;00:00;00:00;07:40;00:20;00:00;00:00;00:00;01:10;00:00;2.0;1.0;1.0;2.0;2.0
51192;2;2;1;1.0;7;03:00;00:00;00:00;00:00;00:00;00:00;07:50;01:10;00:00;00:00;00:00;03:10;00:00;2.0;1.0;1.0;2.0;2.0
51194;1;1;2;1.0;6;460;20;0;0;0;30;450;70;0;40;0;0;0;2.0;1.0;1.0;1.0;2.0
51194;1;2;2;1.0;6;0;40;80;0;0;20;410;130;0;80;0;210;0;2.0;1.0;1.0;1.0;2.0
51196;1;1;1;1.0;8;0;0;0;0;0;10;690;80;0;0;0;240;0;?;?;?;?;?
51196;1;2;1;1.0;8;0;0;0;0;0;120;540;80;0;0;0;400;0;?;?;?;?;?
51199;1;1;2;2.0;4;0;70;10;?;170;0;520;20;0;0;0;120;30;2.0;2.0;2.0;?;1.0
51199;1;2;2;2.0;4;0;70;0;170;410;0;500;30;0;0;0;110;0;2.0;2.0;2.0;1.0;1.0
51212;1;1;1;1.0;9;0;140;30;0;0;50;540;100;0;30;0;380;0;2.0;1.0;1.0;2.0;1.0
51212;1;2;1;1.0;9;0;140;30;0;0;40;520;80;0;30;0;390;0;2.0;1.0;1.0;2.0;1.0
51217;1;1;2;1.0;7;0;110;10;0;0;0;590;30;0;0;0;310;0;2.0;2.0;2.0;2.0;2.0
51217;1;2;2;1.0;7;0;40;40;0;0;0;510;50;0;0;0;390;0;2.0;2.0;2.0;?;2.0
51218;1;1;1;1.0;6;0;10;0;0;0;0;680;90;0;30;0;180;30;2.0;1.0;2.0;1.0;1.0
51218;1;2;1;1.0;6;420;0;0;0;0;10;420;50;0;70;0;140;0;2.0;1.0;2.0;1.0;1.0
51219;2;1;2;1.0;7;0;0;0;0;0;370;470;200;0;10;0;60;0;1.0;1.0;1.0;1.0;1.0
51219;2;2;2;1.0;7;40;50;0;0;0;40;450;130;0;20;0;110;0;1.0;1.0;1.0;1.0;1.0
51224;1;1;2;1.0;4;120;20;0;0;0;0;600;140;0;0;0;50;0;1.0;2.0;1.0;1.0;2.0
51224;1;2;2;1.0;4;0;20;0;0;0;0;600;130;0;0;0;340;0;1.0;2.0;1.0;1.0;2.0
